customer_id_raw,signup_date_raw
163,2024-07-15
164,2024-08-09
165,2025-05-10
166,2024-10-10
167,2025-08-26
168,2025-06-21
169,2025-09-03
170,2024-10-16
171,2024-04-12
172,2024-07-17
173,2024-10-30
174,2024-08-20
175,2025-01-04
176,2024-07-02
177,2024-11-05
178,2024-01-15
179,2025-06-30
180,2024-05-09
181,2024-10-07
182,2024-02-16
183,2024-02-25
184,2025-07-20
185,2024-10-26
186,2024-05-09
187,2025-10-15
188,2025-05-17
189,2024-04-15
190,2024-01-13
191,2025-08-10
192,2024-10-18
193,2025-04-25
194,2025-05-05
195,2025-03-27
196,2024-12-14
197,2024-07-07
198,2024-02-22
199,2024-09-15
200,2025-05-04
201,2024-04-26
202,2024-03-07
203,2025-02-14
204,2025-05-18
205,2024-03-16
206,2025-08-13
207,2025-10-06
208,2024-02-24
209,2024-06-04
210,2024-06-01
211,2025-07-30
212,2024-11-07
213,2024-03-28
214,2024-09-11
215,2024-05-01
216,2025-07-25
217,2025-03-02
218,2025-09-12
219,2025-09-02
220,2025-09-25
221,2024-08-19
222,2025-06-19
223,2025-01-24
224,2025-04-06
225,2025-03-29
226,2024-10-31
227,2025-08-25
228,2025-03-15
229,2024-11-08
230,2025-08-05
231,2025-09-27
232,2024-03-02
233,2025-09-16
234,2024-04-11
235,2024-07-31
236,2025-10-02
237,2024-08-04
238,2024-09-27
239,2025-11-07
240,2024-03-24
241,2024-06-09
242,2024-09-02
243,2024-06-26
244,2025-07-19
245,2024-03-17
246,2024-06-09
247,2024-01-03
248,2025-02-22
249,2025-04-06
250,2025-08-31
251,2025-04-26
252,2024-10-25
253,2024-02-03
254,2024-08-25
255,2024-10-22
256,2024-10-16
257,2025-04-09
258,2024-03-13
259,2024-08-27
260,2024-09-27
261,2025-10-02
262,2025-08-26
263,2025-11-08
264,2024-07-21
265,2025-03-11
266,2024-04-27
267,2025-07-11
268,2024-08-18
269,2025-10-25
270,2024-06-01
271,2024-09-29
272,2024-05-25
273,2024-03-14
274,2024-03-02
275,2024-06-18
276,2024-11-10
277,2025-09-01
278,2025-08-05
279,2024-10-22
280,2025-03-25
281,2024-05-07
282,2025-04-24
283,2024-11-07
284,2025-02-16
285,2024-10-05
286,2025-05-27
287,2025-07-06
288,2025-05-20
289,2025-03-24
290,2024-03-23
291,2025-09-04
292,2024-02-10
293,2025-03-18
294,2024-11-26
295,2025-09-10
296,2024-09-13
297,2024-01-27
298,2024-04-03
299,2024-08-22
300,2025-11-21
301,2025-08-12
302,2025-08-24
303,2024-01-22
304,2025-11-19
305,2024-10-02
306,2025-08-13
307,2024-02-11
308,2024-06-28
309,2025-04-26
310,2025-06-15
311,2025-10-29
312,2025-03-28
313,2024-10-11
314,2024-07-04
315,2025-08-22
316,2025-03-22
317,2025-10-12
318,2025-05-18
319,2024-04-03
320,2025-04-26
321,2024-12-22
322,2025-02-22
323,2024-12-07
324,2024-11-24
325,2025-11-17
326,2024-04-17
327,2024-06-13
328,2024-12-03
329,2025-02-25
330,2025-05-22
331,2024-10-22
332,2025-11-09
333,2025-02-14
334,2025-07-17
335,2024-02-07
336,2025-04-10
337,2024-03-31
338,2024-11-18
339,2024-09-15
340,2024-11-27
341,2024-04-28
342,2025-02-17
343,2025-06-10
344,2024-01-02
345,2025-11-04
346,2025-07-09
347,2025-04-18
348,2025-02-27
349,2024-02-25
350,2024-07-11
351,2025-06-14
352,2025-01-05
353,2025-09-29
354,2025-05-25
355,2025-10-02
356,2025-03-28
357,2024-02-22
358,2024-07-27
359,2024-09-30
360,2025-07-16
361,2024-05-14
362,2024-10-21
363,2025-03-24
364,2025-05-11
365,2024-05-04
366,2024-01-30
367,2025-10-07
368,2025-09-15
369,2024-09-02
370,2024-06-11
371,2024-11-14
372,2025-07-18
373,2024-01-15
374,2025-07-19
375,2025-02-21
376,2024-04-05
377,2024-08-18
378,2024-04-26
379,2025-04-17
380,2024-04-30
381,2025-10-25
382,2024-06-06
383,2025-05-25
384,2024-10-25
385,2025-06-05
386,2024-10-06
387,2025-03-01
388,2025-05-09
389,2025-04-28
390,2024-09-06
391,2025-04-12
392,2025-07-18
393,2024-05-28
394,2025-01-27
395,2024-07-14
396,2025-09-05
397,2025-06-04
398,2024-05-19
399,2024-03-12
400,2024-10-09
401,2025-02-28
402,2024-12-14
403,2025-06-03
404,2024-09-30
405,2024-01-03
406,2024-10-16
407,2024-11-01
408,2025-08-24
409,2025-08-16
410,2025-11-06
411,2025-05-16
412,2024-06-01
413,2025-04-02
414,2025-07-05
415,2025-05-10
416,2024-12-19
417,2024-12-06
418,2025-07-19
419,2025-07-10
420,2025-01-21
421,2025-04-11
422,2024-11-25
423,2024-07-12
424,2024-09-01
425,2025-08-08
426,2025-01-27
427,2024-08-27
428,2025-02-24
429,2024-02-14
430,2024-11-21
431,2025-04-29
432,2025-01-25
433,2025-01-30
434,2025-11-10
435,2025-10-29
436,2024-06-04
437,2025-05-22
438,2024-02-07
439,2024-05-09
440,2025-05-29
441,2025-08-27
442,2024-12-05
443,2024-04-12
444,2025-03-26
445,2024-04-12
446,2025-06-22
447,2025-04-12
448,2024-01-16
449,2024-05-27
450,2025-02-23
451,2025-11-01
452,2024-06-07
453,2024-03-17
454,2025-04-25
455,2024-09-28
456,2024-12-12
457,2025-09-30
458,2025-02-11
459,2025-10-27
460,2024-03-23
461,2024-12-02
462,2025-11-21
463,2025-06-30
464,2025-01-24
465,2024-11-20
466,2025-10-03
467,2025-05-14
468,2025-07-08
469,2024-02-06
470,2025-09-24
471,2024-03-11
472,2024-08-28
473,2025-10-08
474,2025-12-01
475,2024-10-21
476,2024-08-20
477,2024-04-02
478,2025-03-20
479,2024-04-10
480,2025-10-10
481,2024-04-12
482,2025-03-30
483,2024-06-19
484,2024-11-02
485,2024-01-30
486,2024-02-17
487,2024-11-28
488,2024-02-27
489,2024-10-27
490,2025-01-02
491,2025-01-18
492,2025-03-17
493,2024-05-29
494,2024-09-07
495,2025-06-27
496,2025-02-25
497,2025-08-02
498,2025-11-29
499,2024-07-03
500,2024-06-23
501,2024-06-28
502,2024-03-21
503,2025-09-16
504,2025-01-26
505,2025-09-26
506,2025-11-30
507,2024-09-03
508,2025-05-24
509,2025-08-20
510,2024-05-26
511,2024-08-25
512,2025-04-17
513,2025-10-15
514,2024-09-17
515,2025-04-15
516,2024-09-18
517,2025-11-13
518,2024-01-10
519,2025-04-21
520,2024-10-21
521,2025-11-24
522,2025-07-13
523,2024-06-10
524,2024-03-16
525,2025-03-28
526,2024-12-19
527,2025-08-24
528,2024-11-02
529,2025-10-16
530,2025-03-10
531,2024-09-13
532,2025-04-12
533,2024-11-05
534,2024-07-22
535,2025-01-28
536,2025-05-09
537,2024-04-19
538,2024-08-30
539,2025-01-25
540,2025-08-08
541,2025-01-02
542,2025-08-11
543,2024-10-29
544,2024-10-29
545,2024-01-23
546,2025-11-05
547,2025-02-09
548,2024-10-08
549,2024-01-09
550,2025-08-02
551,2024-02-20
552,2025-09-12
553,2025-05-23
554,2024-10-20
555,2024-08-23
556,2025-09-13
557,2024-12-26
558,2024-08-12
559,2025-10-13
560,2024-07-13
561,2025-09-27
562,2024-09-13
563,2025-11-25
564,2025-11-06
565,2025-11-28
566,2024-05-20
567,2025-10-05
568,2024-04-09
569,2025-10-04
570,2025-10-23
571,2024-02-10
572,2024-11-12
573,2025-03-27
574,2024-02-04
575,2025-08-16
576,2025-01-08
577,2024-05-14
578,2024-04-02
579,2024-10-29
580,2024-11-30
581,2025-03-01
582,2024-06-28
583,2024-07-24
584,2024-05-15
585,2025-07-06
586,2025-01-09
587,2025-06-27
588,2025-05-28
589,2024-10-06
590,2024-06-17
591,2024-09-20
592,2025-05-08
593,2024-10-29
594,2024-12-12
595,2024-04-27
596,2025-04-24
597,2024-03-18
598,2024-05-24
599,2024-08-19
600,2025-11-23
601,2025-11-21
602,2025-02-10
603,2025-07-24
604,2025-01-09
605,2024-04-02
606,2025-02-08
607,2024-01-15
608,2024-09-27
609,2025-07-03
610,2024-05-06
611,2025-04-10
612,2025-01-12
613,2025-11-19
614,2025-11-19
615,2024-09-25
616,2025-08-21
617,2025-01-25
618,2025-10-15
619,2025-01-15
620,2024-04-20
621,2025-11-22
622,2024-08-27
623,2025-04-27
624,2024-01-26
625,2025-09-26
626,2025-07-28
627,2024-12-01
628,2025-09-16
629,2024-08-14
630,2025-10-25
631,2024-03-05
632,2025-10-12
633,2025-04-20
634,2024-11-05
635,2025-10-26
636,2025-02-22
637,2024-04-29
638,2024-05-23
639,2024-02-16
640,2024-02-08
641,2024-11-07
642,2025-05-19
643,2024-04-28
644,2024-04-09
645,2024-08-28
646,2025-07-04
647,2024-05-18
648,2025-02-01
649,2025-04-09
650,2025-01-14
651,2025-11-17
652,2025-07-07
653,2025-03-05
654,2025-08-24
655,2024-06-07
656,2025-02-28
657,2025-11-01
658,2024-04-11
659,2025-05-16
660,2025-09-22
661,2025-02-21
662,2024-10-13
663,2024-02-03
664,2025-01-14
665,2024-08-10
666,2025-03-30
667,2025-03-31
668,2024-08-29
669,2025-01-06
670,2024-04-11
671,2025-01-11
672,2025-07-11
673,2025-10-22
674,2025-01-02
675,2024-03-03
676,2025-02-11
677,2024-10-09
678,2024-07-13
679,2024-05-05
680,2025-04-10
681,2024-04-03
682,2025-11-09
683,2024-08-05
684,2025-10-19
685,2025-10-16
686,2025-09-03
687,2024-01-22
688,2024-02-21
689,2024-12-07
690,2024-09-06
691,2024-05-08
692,2025-08-01
693,2024-07-29
694,2024-03-11
695,2025-07-21
696,2024-07-31
697,2025-08-23
698,2024-08-09
699,2024-08-26
700,2024-12-02
701,2024-05-31
702,2025-09-02
703,2024-01-03
704,2024-10-10
705,2024-05-28
706,2024-05-13
707,2025-07-07
708,2024-09-13
709,2024-06-27
710,2024-04-22
711,2025-11-07
712,2024-01-27
713,2024-05-14
714,2024-01-16
715,2025-01-01
716,2024-08-31
717,2025-08-25
718,2024-11-27
719,2024-01-17
720,2024-06-27
721,2024-09-28
722,2024-02-23
723,2024-05-09
724,2025-03-07
725,2025-06-22
726,2024-04-26
727,2024-03-06
728,2025-05-02
729,2025-04-04
730,2025-01-05
731,2025-06-09
732,2025-08-30
733,2024-04-21
734,2025-04-07
735,2025-05-30
736,2024-08-14
737,2025-09-21
738,2024-02-14
739,2025-11-05
740,2025-06-17
741,2024-11-04
742,2025-04-14
743,2025-10-20
744,2024-02-01
745,2024-03-03
746,2025-05-05
747,2025-02-15
748,2025-03-12
749,2024-04-20
750,2025-05-17
751,2025-03-30
752,2024-03-16
753,2024-03-23
754,2024-11-25
755,2025-09-14
756,2024-05-31
757,2024-03-08
758,2024-05-09
759,2024-10-08
760,2025-10-01
761,2025-10-10
762,2025-08-22
763,2025-07-15
764,2024-11-28
765,2025-01-25
766,2025-09-03
767,2025-06-27
768,2024-10-28
769,2025-04-09
770,2025-06-01
771,2025-09-11
772,2025-03-16
773,2024-04-11
774,2024-04-27
775,2025-11-01
776,2025-10-28
777,2025-07-18
778,2024-08-08
779,2025-03-16
780,2025-04-07
781,2024-08-21
782,2025-02-27
783,2024-12-13
784,2025-04-09
785,2025-02-12
786,2025-03-01
787,2024-04-07
788,2024-11-16
789,2025-03-13
790,2024-11-16
791,2025-11-12
792,2024-09-18
793,2025-01-18
794,2024-06-05
795,2025-04-30
796,2024-03-09
797,2024-04-03
798,2024-03-28
799,2024-04-05
800,2025-03-18
801,2024-04-08
802,2025-01-16
803,2024-05-13
804,2025-07-23
805,2024-03-02
806,2025-08-23
807,2025-07-29
808,2025-07-29
809,2024-12-03
810,2025-11-17
811,2024-05-05
812,2025-02-24
813,2024-12-28
814,2025-11-12
815,2025-03-09
816,2024-02-22
817,2024-10-21
818,2025-09-06
819,2024-11-15
820,2024-12-26
821,2024-04-16
822,2025-08-14
823,2025-06-03
824,2024-08-05
825,2024-06-07
826,2025-11-03
827,2025-05-08
828,2024-08-17
829,2024-04-20
830,2024-12-24
831,2025-07-23
832,2025-01-11
833,2024-04-27
834,2024-10-12
835,2025-08-10
836,2024-08-19
837,2025-03-15
838,2025-07-28
839,2025-09-28
840,2025-09-20
841,2025-11-22
842,2025-10-20
843,2025-07-24
844,2024-01-27
845,2025-09-15
846,2025-11-04
847,2024-09-30
848,2024-01-30
849,2024-07-03
850,2024-10-06
851,2024-11-12
852,2024-12-13
853,2024-12-25
854,2024-01-07
855,2024-07-04
856,2024-05-26
857,2025-08-02
858,2025-11-04
859,2025-02-14
860,2024-03-12
861,2024-05-25
862,2025-10-10
863,2024-02-01
864,2024-04-03
865,2025-06-27
866,2024-08-08
867,2025-01-20
868,2025-03-05
869,2025-04-09
870,2024-12-15
871,2024-06-10
872,2025-01-13
873,2024-11-15
874,2024-11-28
875,2025-08-04
876,2025-09-02
877,2024-03-27
878,2024-02-23
879,2024-06-08
880,2024-06-10
881,2025-09-24
882,2024-02-20
883,2025-11-21
884,2024-03-24
885,2024-10-05
886,2025-03-29
887,2025-11-08
888,2025-03-10
889,2025-05-12
890,2025-09-13
891,2025-03-28
892,2025-02-28
893,2024-10-06
894,2024-08-08
895,2025-06-08
896,2024-04-26
897,2024-12-19
898,2025-03-16
899,2024-04-23
900,2024-10-17
901,2025-11-25
902,2025-11-25
903,2025-08-30
904,2025-05-13
905,2025-06-23
906,2025-11-14
907,2024-11-11
908,2024-02-16
909,2024-08-13
910,2025-02-08
911,2025-09-05
912,2024-02-26
913,2024-01-08
914,2024-07-28
915,2024-11-04
916,2024-08-04
917,2024-05-20
918,2024-09-18
919,2024-10-23
920,2024-12-01
921,2024-05-02
922,2024-01-08
923,2025-05-24
924,2025-03-16
925,2024-06-28
926,2024-05-12
927,2025-01-24
928,2025-06-29
929,2024-08-23
930,2025-05-27
931,2025-07-26
932,2025-11-15
933,2024-12-28
934,2024-03-14
935,2025-02-10
936,2024-02-13
937,2025-03-22
938,2024-01-20
939,2025-04-15
940,2024-03-20
941,2024-11-16
942,2025-08-12
943,2025-03-15
944,2025-08-10
945,2025-02-18
946,2025-10-17
947,2025-03-03
948,2024-10-23
949,2024-04-27
950,2025-02-18
951,2024-01-22
952,2024-11-28
953,2024-06-24
954,2025-09-24
955,2025-04-16
956,2025-01-05
957,2024-03-31
958,2025-03-23
959,2024-04-18
960,2024-09-06
961,2025-03-22
962,2025-08-26
963,2025-02-14
964,2025-06-20
965,2024-03-21
966,2025-02-09
967,2024-11-13
968,2024-12-13
969,2024-08-14
970,2024-12-07
971,2024-06-21
972,2024-03-19
973,2025-06-06
974,2025-10-10
975,2024-04-26
976,2025-06-27
977,2025-06-06
978,2024-07-17
979,2024-12-23
980,2024-12-25
981,2025-10-22
982,2024-05-31
983,2024-08-29
984,2024-04-15
985,2024-05-29
986,2024-09-19
987,2024-07-21
988,2024-06-26
989,2025-09-08
990,2024-06-05
991,2025-11-02
992,2024-03-18
993,2024-06-30
994,2025-10-05
995,2025-05-20
996,2025-04-20
997,2025-07-31
998,2025-08-16
999,2025-04-04
1000,2025-11-28
1001,2025-08-01
1002,2025-10-20
1003,2025-10-12
1004,2025-10-01
1005,2024-11-26
1006,2025-10-04
1007,2024-11-19
1008,2024-06-03
1009,2025-03-26
1010,2024-03-10
1011,2025-04-25
1012,2025-03-28
1013,2025-10-08
1014,2024-11-06
1015,2024-10-08
1016,2025-08-28
1017,2024-02-27
1018,2024-12-26
1019,2025-06-03
1020,2024-03-16
1021,2024-11-13
1022,2025-04-17
1023,2025-04-07
1024,2024-02-08
1025,2024-02-28
1026,2025-01-12
1027,2024-10-20
1028,2024-03-19
1029,2025-10-22
1030,2024-04-02
1031,2025-09-21
1032,2025-08-31
1033,2025-06-03
1034,2025-01-28
1035,2025-04-18
1036,2025-08-17
1037,2025-07-21
1038,2024-02-12
1039,2025-04-05
1040,2025-08-08
1041,2025-10-29
1042,2024-07-11
1043,2024-11-25
1044,2025-09-11
1045,2025-05-02
1046,2025-05-28
1047,2024-06-03
1048,2024-03-04
1049,2025-04-06
1050,2024-04-15
1051,2024-12-17
1052,2024-03-27
1053,2025-05-31
1054,2025-10-23
1055,2024-06-25
1056,2024-02-10
1057,2024-09-10
1058,2025-03-24
1059,2025-03-25
1060,2025-06-20
1061,2025-06-19
1062,2025-09-16
1063,2024-06-11
1064,2025-01-07
1065,2025-01-16
1066,2024-10-16
1067,2025-01-31
1068,2025-02-22
1069,2024-12-12
1070,2025-11-26
1071,2025-09-04
1072,2024-02-23
1073,2025-10-08
1074,2025-10-24
1075,2024-12-08
1076,2024-03-08
1077,2024-12-03
1078,2024-04-06
1079,2025-07-25
1080,2025-11-25
1081,2025-01-30
1082,2024-10-17
1083,2024-09-15
1084,2025-11-03
1085,2025-09-09
1086,2024-06-02
1087,2024-12-07
1088,2024-03-24
1089,2025-08-19
1090,2025-11-10
1091,2024-05-24
1092,2024-12-24
1093,2024-11-13
1094,2025-11-02
1095,2025-11-09
1096,2025-02-05
1097,2024-05-12
1098,2025-09-01
1099,2024-03-27
1100,2024-11-13
1101,2025-07-26
1102,2025-01-20
1103,2025-10-20
1104,2024-12-02
1105,2024-05-10
1106,2025-11-17
1107,2025-06-23
1108,2024-04-05
1109,2025-10-23
1110,2025-11-17
1111,2025-03-09
1112,2025-06-04
1113,2025-01-05
1114,2024-01-19
1115,2025-01-06
1116,2024-11-12
1117,2024-07-03
1118,2024-08-07
1119,2024-12-15
1120,2025-05-12
1121,2024-07-15
1122,2024-08-19
1123,2024-05-20
1124,2024-06-07
1125,2024-03-20
1126,2024-10-29
1127,2024-04-13
1128,2025-06-03
1129,2025-07-06
1130,2025-06-23
1131,2024-02-08
1132,2025-11-08
1133,2024-12-10
1134,2025-09-24
1135,2024-05-14
1136,2025-09-03
1137,2025-01-20
1138,2024-06-06
1139,2024-06-15
1140,2024-07-04
1141,2025-10-01
1142,2024-06-18
1143,2025-03-24
1144,2024-02-14
1145,2025-02-24
1146,2025-01-08
1147,2025-11-23
1148,2024-08-31
1149,2025-03-30
1150,2025-09-17
1151,2024-10-18
1152,2025-04-04
1153,2024-08-27
1154,2025-06-30
1155,2024-09-01
1156,2024-11-12
1157,2025-04-25
1158,2024-07-17
1159,2025-01-11
1160,2025-11-25
1161,2025-08-07
1162,2025-03-27
1163,2025-04-17
1164,2024-10-15
1165,2025-01-26
1166,2025-05-29
1167,2025-06-24
1168,2025-03-04
1169,2024-06-14
1170,2024-07-23
1171,2025-09-11
1172,2024-05-21
1173,2024-09-13
1174,2024-02-23
1175,2025-10-18
1176,2025-05-07
1177,2025-01-15
1178,2025-07-21
1179,2024-04-15
1180,2025-06-12
1181,2024-05-07
1182,2024-10-18
1183,2024-03-26
1184,2024-06-13
1185,2024-10-06
1186,2025-04-05
1187,2025-06-09
1188,2024-05-30
1189,2025-03-23
1190,2024-04-03
1191,2024-08-15
1192,2025-04-06
1193,2024-12-23
1194,2024-01-28
1195,2025-02-28
1196,2024-02-24
1197,2025-02-09
1198,2025-05-29
1199,2025-01-17
1200,2024-08-29
1201,2025-01-30
1202,2024-03-24
1203,2025-01-18
1204,2024-08-17
1205,2024-01-29
1206,2024-11-22
1207,2024-04-11
1208,2025-10-27
1209,2024-12-09
1210,2024-05-29
1211,2024-05-20
1212,2024-02-09
1213,2024-10-20
1214,2025-04-28
1215,2024-05-22
1216,2025-04-25
1217,2025-04-04
1218,2025-09-22
1219,2024-01-06
1220,2024-03-22
1221,2024-01-20
1222,2024-09-19
1223,2024-08-08
1224,2024-06-02
1225,2025-07-15
1226,2025-09-15
1227,2025-06-24
1228,2025-03-09
1229,2024-04-23
1230,2024-10-22
1231,2024-08-31
1232,2024-11-04
1233,2024-05-04
1234,2024-02-18
1235,2024-09-01
1236,2025-03-05
1237,2025-10-16
1238,2025-09-29
1239,2025-04-13
1240,2024-03-05
1241,2024-04-23
1242,2025-05-26
1243,2025-09-03
1244,2025-07-02
1245,2024-01-17
1246,2025-10-09
1247,2025-06-11
1248,2025-08-11
1249,2024-09-04
1250,2024-05-27
1251,2024-10-25
1252,2025-03-15
1253,2024-01-02
1254,2025-09-21
1255,2024-12-27
1256,2024-09-03
1257,2025-08-07
1258,2025-03-02
1259,2024-07-10
1260,2025-11-11
1261,2025-11-15
1262,2024-03-28
1263,2025-06-20
1264,2025-01-04
1265,2024-03-10
1266,2025-06-22
1267,2025-07-11
1268,2025-06-03
1269,2025-06-03
1270,2025-07-21
1271,2024-01-21
1272,2025-02-03
1273,2025-04-26
1274,2024-02-14
1275,2025-10-12
1276,2025-01-31
1277,2025-01-17
1278,2024-09-16
1279,2024-01-17
1280,2024-12-31
1281,2024-03-10
1282,2024-12-19
1283,2024-09-03
1284,2025-11-03
1285,2025-10-05
1286,2024-04-16
1287,2025-08-18
1288,2024-12-06
1289,2024-05-16
1290,2024-02-15
1291,2024-12-26
1292,2025-07-13
1293,2024-12-12
1294,2025-10-20
1295,2024-06-28
1296,2025-04-20
1297,2025-05-05
1298,2025-10-08
1299,2024-07-05
1300,2024-05-18
1301,2024-03-05
1302,2025-04-13
1303,2024-02-07
1304,2024-10-27
1305,2024-07-25
1306,2024-02-14
1307,2024-07-23
1308,2024-02-12
1309,2024-11-19
1310,2024-11-13
1311,2025-06-11
1312,2025-02-11
1313,2025-07-10
1314,2025-04-29
1315,2024-09-16
1316,2024-02-07
1317,2025-10-24
1318,2024-07-14
1319,2024-10-19
1320,2024-12-31
1321,2024-02-18
1322,2025-11-02
1323,2024-12-05
1324,2024-10-06
1325,2024-05-07
1326,2025-01-11
1327,2025-03-23
1328,2025-02-13
1329,2025-03-26
1330,2025-01-30
1331,2024-12-13
1332,2024-07-10
1333,2025-05-23
1334,2025-05-24
1335,2025-01-11
1336,2025-06-15
1337,2024-09-30
1338,2024-03-25
1339,2025-03-10
1340,2024-03-21
1341,2025-03-16
1342,2025-09-08
1343,2024-07-03
1344,2025-07-12
1345,2024-10-27
1346,2024-11-24
1347,2024-04-15
1348,2024-03-22
1349,2024-12-01
1350,2025-11-07
1351,2024-10-29
1352,2024-11-09
1353,2025-04-01
1354,2025-09-09
1355,2025-03-12
1356,2024-06-19
1357,2025-03-30
1358,2024-12-25
1359,2025-04-02
1360,2024-02-13
1361,2024-12-27
1362,2025-09-21
1363,2025-03-21
1364,2024-10-08
1365,2025-10-16
1366,2024-02-28
1367,2024-03-17
1368,2025-11-18
1369,2025-10-14
1370,2025-02-19
1371,2025-01-07
1372,2025-06-09
1373,2025-11-26
1374,2024-06-12
1375,2024-02-01
1376,2024-05-26
1377,2025-09-14
1378,2025-11-25
1379,2025-03-24
1380,2024-02-05
1381,2024-05-09
1382,2024-03-09
1383,2024-08-29
1384,2025-10-22
1385,2025-01-10
1386,2025-01-05
1387,2025-01-27
1388,2025-08-03
1389,2024-02-03
1390,2025-09-11
1391,2024-06-06
1392,2025-11-26
1393,2025-04-05
1394,2025-01-14
1395,2025-01-15
1396,2025-03-30
1397,2024-03-19
1398,2025-08-10
1399,2024-05-20
1400,2025-06-26
1401,2025-01-10
1402,2025-02-11
1403,2024-11-17
1404,2025-10-27
1405,2024-10-12
1406,2024-09-12
1407,2024-04-26
1408,2024-01-27
1409,2024-07-09
1410,2025-05-26
1411,2025-06-14
1412,2025-01-31
1413,2025-07-29
1414,2024-04-30
1415,2024-09-25
1416,2024-09-23
1417,2025-04-01
1418,2024-08-07
1419,2025-09-18
1420,2024-10-19
1421,2025-05-17
1422,2024-07-23
1423,2024-05-05
1424,2024-05-18
1425,2024-03-16
1426,2025-04-07
1427,2024-06-25
1428,2025-03-31
1429,2024-03-30
1430,2025-11-29
1431,2024-11-23
1432,2025-11-14
1433,2024-12-21
1434,2024-03-07
1435,2025-07-17
1436,2025-07-09
1437,2024-10-24
1438,2024-11-03
1439,2024-06-10
1440,2025-10-15
1441,2024-06-27
1442,2025-01-05
1443,2025-06-04
1444,2024-08-17
1445,2024-05-04
1446,2024-07-24
1447,2024-05-22
1448,2024-08-30
1449,2025-05-20
1450,2024-01-27
1451,2025-01-04
1452,2025-07-21
1453,2025-08-09
1454,2025-01-12
1455,2025-04-23
1456,2025-07-18
1457,2024-05-12
1458,2025-09-18
1459,2024-03-29
1460,2024-03-08
1461,2024-11-12
1462,2025-02-11
1463,2025-05-05
1464,2025-06-22
1465,2025-02-24
1466,2025-02-23
1467,2025-08-11
1468,2024-03-16
1469,2024-05-08
1470,2024-11-20
1471,2025-10-19
1472,2024-03-16
1473,2025-04-05
1474,2025-04-22
1475,2025-11-27
1476,2025-06-13
1477,2024-12-18
1478,2024-05-11
1479,2025-07-18
1480,2025-10-17
1481,2025-08-24
1482,2024-07-05
1483,2024-05-12
1484,2025-03-19
1485,2025-05-29
1486,2024-02-26
1487,2024-05-07
1488,2025-06-14
1489,2024-06-05
1490,2024-11-07
1491,2024-06-17
1492,2024-06-14
1493,2024-11-26
1494,2024-08-18
1495,2024-12-20
1496,2025-06-15
